"Analysis","Method","Effect","Strata","Cutpoint","TV.age","Outcome","Doubly.robust","Covariates","Missing","Order","Sample.weights","Attention.cutpoint","Estimate","StdErr","p"
"PSA","stratification","ATE","7","70","~3","Raw","No","Expanded","trees",NA,NA,NA,0.00827016060482091,0.0233305262684501,0.723017761839422
"PSA","stratification","ATE","7","70","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.411170567270494,0.886889253667633,0.64297746536289
"PSA","stratification","ATE","8","20/80","~1.5","Raw","No","Original","trees",NA,NA,NA,0.0121160828223955,0.0521945717498507,0.816478364534897
"PSA","stratification","ATE","8","20/80","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-1.08541538161449,1.98971951945963,0.585513416595093
"PSA","stratification","ATE","8","20/80","~3","Raw","No","Original","trees",NA,NA,NA,0.0221849387327143,0.0372868364119393,0.552018902013793
"PSA","stratification","ATE","8","20/80","~3","Within-sex SS","No","Original","trees",NA,NA,NA,-1.56142011509069,1.37172153734859,0.255327281663286
"PSA","stratification","ATE","8","20/80","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.011903443763936,0.051690050569832,0.817913598938775
"PSA","stratification","ATE","8","20/80","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.566327828354577,1.83938031362495,0.758224542617832
"PSA","stratification","ATE","8","20/80","~3","Raw","No","Expanded","trees",NA,NA,NA,0.0400854757592711,0.0377173051762862,0.288187875448861
"PSA","stratification","ATE","8","20/80","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-1.51003543669955,1.19397546041827,0.206329902243161
"PSA","stratification","ATE","8","30/70","~1.5","Raw","No","Original","trees",NA,NA,NA,0.0154202346652418,0.0323327321064353,0.633497740429518
"PSA","stratification","ATE","8","30/70","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-1.03168131841478,1.09220040317286,0.345045787328677
"PSA","stratification","ATE","8","30/70","~3","Raw","No","Original","trees",NA,NA,NA,-0.00687545419796375,0.0256633562972695,0.78880942267289
"PSA","stratification","ATE","8","30/70","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.059291406107135,0.920687905334374,0.948661905884057
"PSA","stratification","ATE","8","30/70","~1.5","Raw","No","Expanded","trees",NA,NA,NA,-0.0121975019794021,0.0508526591845528,0.810477273483465
"PSA","stratification","ATE","8","30/70","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.383276256054989,1.32127823361072,0.771801879237825
"PSA","stratification","ATE","8","30/70","~3","Raw","No","Expanded","trees",NA,NA,NA,0.00665700230984152,0.0261295842236586,0.798939953957604
"PSA","stratification","ATE","8","30/70","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.476609335716971,0.950841207902358,0.616275643530363
"PSA","stratification","ATE","8","40/60","~1.5","Raw","No","Original","trees",NA,NA,NA,0.0234015541542832,0.0248846810904855,0.347149820306371
"PSA","stratification","ATE","8","40/60","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-1.07339398471943,0.861171344398712,0.212781393140019
"PSA","stratification","ATE","8","40/60","~3","Raw","No","Original","trees",NA,NA,NA,-0.0124236803172487,0.0216449957231705,0.566063809831972
"PSA","stratification","ATE","8","40/60","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.323423135951433,0.774264565648705,0.676209173360051
"PSA","stratification","ATE","8","40/60","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.0301714725764493,0.0247569922148222,0.223130038279202
"PSA","stratification","ATE","8","40/60","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-1.42016729216426,0.873874932648772,0.104323806112756
"PSA","stratification","ATE","8","40/60","~3","Raw","No","Expanded","trees",NA,NA,NA,-0.000802616987013715,0.0230107668911017,0.972179633819451
"PSA","stratification","ATE","8","40/60","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.0510197085302729,0.802822810390231,0.949335992560388
"PSA","stratification","ATE","8","50","~1.5","Raw","No","Original","trees",NA,NA,NA,0.0196667573021672,0.0237944031357253,0.408603776521845
"PSA","stratification","ATE","8","50","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.84391394252439,0.777439043608689,0.277830141099111
"PSA","stratification","ATE","8","50","~3","Raw","No","Original","trees",NA,NA,NA,-0.0181888642905385,0.0189684754493561,0.3377246315025
"PSA","stratification","ATE","8","50","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.349847264273893,0.687138330214511,0.610712373275143
"PSA","stratification","ATE","8","50","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.01600572601062,0.0233106049652605,0.492397217842927
"PSA","stratification","ATE","8","50","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.873730608166566,0.756450722205175,0.248213475033984
"PSA","stratification","ATE","8","50","~3","Raw","No","Expanded","trees",NA,NA,NA,-0.00952095755375824,0.0197016706029469,0.62896635872382
"PSA","stratification","ATE","8","50","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.0788517404143212,0.695982528976991,0.909807539882499
"PSA","stratification","ATE","8","60","~1.5","Raw","No","Original","trees",NA,NA,NA,-0.000233602008439371,0.0275126972435894,0.993226339332535
"PSA","stratification","ATE","8","60","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.184609408110156,0.81902576980126,0.821690411767619
"PSA","stratification","ATE","8","60","~3","Raw","No","Original","trees",NA,NA,NA,-0.0134780231488505,0.0205431617048303,0.511845690977302
"PSA","stratification","ATE","8","60","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.245524014196411,0.757730866146263,0.745952549862723
"PSA","stratification","ATE","8","60","~1.5","Raw","No","Expanded","trees",NA,NA,NA,-0.000832002069051377,0.0264777051300045,0.974935570838912
"PSA","stratification","ATE","8","60","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.00354547901585887,0.833551485873587,0.996606667371131
"PSA","stratification","ATE","8","60","~3","Raw","No","Expanded","trees",NA,NA,NA,-0.01407354700915,0.0215695602924509,0.514170955486892
"PSA","stratification","ATE","8","60","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.455768353231187,0.80005649096152,0.568965054665787
"PSA","stratification","ATE","8","70","~1.5","Raw","No","Original","trees",NA,NA,NA,-0.00408997395097311,0.0343225486729851,0.905158392139896
"PSA","stratification","ATE","8","70","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.4073471044629,1.00849556804389,0.686318373217148
"PSA","stratification","ATE","8","70","~3","Raw","No","Original","trees",NA,NA,NA,0.0138312998817674,0.0232231442621989,0.551521177376086
"PSA","stratification","ATE","8","70","~3","Within-sex SS","No","Original","trees",NA,NA,NA,-0.619377832068113,0.922292873869776,0.501939069355993
"PSA","stratification","ATE","8","70","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.0173740156723023,0.0283562840292507,0.54014224026048
"PSA","stratification","ATE","8","70","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.779918605340795,1.00432522662614,0.437511230853161
"PSA","stratification","ATE","8","70","~3","Raw","No","Expanded","trees",NA,NA,NA,0.0210171524837187,0.0206974573442518,0.310015437002102
"PSA","stratification","ATE","8","70","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.816532526817687,0.78461769297479,0.298151267686742
