"Analysis","Method","Effect","Strata","Cutpoint","TV.age","Outcome","Doubly.robust","Covariates","Missing","Order","Sample.weights","Attention.cutpoint","Estimate","StdErr","p","CI.lower","CI.upper"
"PSA","stratification","ATE","4","60","~3","Raw","No","Expanded","trees",NA,NA,NA,-0.030944627213749,0.0218070183407908,0.156047187600447,-0.0736855977719034,0.0117963433444055
"PSA","stratification","ATE","4","60","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.964345468427615,0.753452188652175,0.200726483803685,-0.512393685403527,2.44108462225876
"PSA","stratification","ATE","4","70","~1.5","Raw","No","Original","trees",NA,NA,NA,0.00723739665075274,0.0298340476896135,0.80834920835461,-0.0512362623339402,0.0657110556354457
"PSA","stratification","ATE","4","70","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.416446333338457,0.943904984435338,0.659119652598643,-2.26646610765956,1.43357344098265
"PSA","stratification","ATE","4","70","~3","Raw","No","Original","trees",NA,NA,NA,-0.000773057553229449,0.0217954204556138,0.971709427366445,-0.0434912966741401,0.0419451815676812
"PSA","stratification","ATE","4","70","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.181049290082258,0.847791224026242,0.830916370744986,-1.4805909754183,1.84268955558282
"PSA","stratification","ATE","4","70","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.0115364152260754,0.0295210451906195,0.695997174221223,-0.0463237701335181,0.0693966005856689
"PSA","stratification","ATE","4","70","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.657592431298097,0.949157849717719,0.488505458227425,-2.51790763238831,1.20272276979211
"PSA","stratification","ATE","4","70","~3","Raw","No","Expanded","trees",NA,NA,NA,0.0081902018923744,0.0220826458252915,0.71075942560526,-0.0350909886085508,0.0514713923932996
"PSA","stratification","ATE","4","70","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.198703716448777,0.87581678531276,0.820541450827435,-1.91527307271743,1.51786563981988
"PSA","stratification","ATE","5","20/80","~1.5","Raw","No","Original","trees",NA,NA,NA,-0.0434688563539484,0.078138709705606,0.578116995820815,-0.196617913175367,0.10968020046747
"PSA","stratification","ATE","5","20/80","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,0.0849718622078128,1.87638466270824,0.963888500108239,-3.59267449784367,3.76261822225929
"PSA","stratification","ATE","5","20/80","~3","Raw","No","Original","trees",NA,NA,NA,0.0281792342694839,0.0360232979332751,0.434289278487842,-0.0424251322840915,0.0987836008230592
"PSA","stratification","ATE","5","20/80","~3","Within-sex SS","No","Original","trees",NA,NA,NA,-1.25808027569383,1.30415871812634,0.334990384890847,-3.81418439334538,1.29802384195773
"PSA","stratification","ATE","5","20/80","~1.5","Raw","No","Expanded","trees",NA,NA,NA,-0.0137925816093219,0.0599651010185182,0.818126885171319,-0.131322019934924,0.10373685671628
"PSA","stratification","ATE","5","20/80","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.280070690338371,1.62387018022268,0.86309907355399,-3.46279775914338,2.90265637846664
"PSA","stratification","ATE","5","20/80","~3","Raw","No","Expanded","trees",NA,NA,NA,0.018576365652421,0.0475242891241592,0.695984535118052,-0.0745695294217997,0.111722260726642
"PSA","stratification","ATE","5","20/80","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-1.2176385035045,1.31286310820311,0.353951608412549,-3.79080291221392,1.35552590520491
"PSA","stratification","ATE","5","30/70","~1.5","Raw","No","Original","trees",NA,NA,NA,0.0116838961048209,0.0330441648483909,0.723708169522656,-0.0530814768972297,0.0764492691068714
"PSA","stratification","ATE","5","30/70","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.819034863343794,1.06773374728881,0.443175400563761,-2.91175455310784,1.27368482642026
"PSA","stratification","ATE","5","30/70","~3","Raw","No","Original","trees",NA,NA,NA,0.00429512973656582,0.0243082944831561,0.859774777022293,-0.0433482519760138,0.0519385114491455
"PSA","stratification","ATE","5","30/70","~3","Within-sex SS","No","Original","trees",NA,NA,NA,-0.362282739049981,0.889556164470048,0.683878700373785,-2.10578078363686,1.3812153055369
"PSA","stratification","ATE","5","30/70","~1.5","Raw","No","Expanded","trees",NA,NA,NA,-0.00164123753227574,0.0349360723191255,0.962537777147947,-0.0701146810390485,0.066832205974497
"PSA","stratification","ATE","5","30/70","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.562027356351738,1.11452675978953,0.614154520093799,-2.74645966534534,1.62240495264186
"PSA","stratification","ATE","5","30/70","~3","Raw","No","Expanded","trees",NA,NA,NA,0.00205308034126569,0.0249790423412371,0.934505905476855,-0.04690494301586,0.0510111036983914
"PSA","stratification","ATE","5","30/70","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.287810551680046,0.915186767741782,0.75320204323988,-2.08154365558156,1.50592255222147
"PSA","stratification","ATE","5","40/60","~1.5","Raw","No","Original","trees",NA,NA,NA,0.00788204499345964,0.0258206697074009,0.760205625132172,-0.0427255376897504,0.0584896276766697
"PSA","stratification","ATE","5","40/60","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.763011232232336,0.873663893583667,0.382600679647357,-2.47536099824936,0.949338533784685
"PSA","stratification","ATE","5","40/60","~3","Raw","No","Original","trees",NA,NA,NA,-0.00696071660082644,0.0233390439312847,0.765555108194119,-0.0527044021397426,0.0387829689380898
"PSA","stratification","ATE","5","40/60","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.121457917266202,0.788015392351703,0.877525069833517,-1.42302387100634,1.66593970553874
"PSA","stratification","ATE","5","40/60","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.0129947826400273,0.0259291719491936,0.616321786736908,-0.0378254605293384,0.063815025809393
"PSA","stratification","ATE","5","40/60","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.978958406314586,0.878047933817385,0.265043647374117,-2.69990073329647,0.741983920667297
"PSA","stratification","ATE","5","40/60","~3","Raw","No","Expanded","trees",NA,NA,NA,-0.00120295531381557,0.023658902702353,0.959454596757364,-0.0475735525241649,0.0451676418965338
"PSA","stratification","ATE","5","40/60","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.0582466351901961,0.789910092154637,0.941227596177417,-1.606441966838,1.48994869645761
"PSA","stratification","ATE","5","50","~1.5","Raw","No","Original","trees",NA,NA,NA,0.0163736955217131,0.020951629396896,0.434601661319391,-0.0246907435136337,0.0574381345570599
"PSA","stratification","ATE","5","50","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.715966773876101,0.714403133158107,0.316374474163028,-2.11617118530856,0.684237637556362
"PSA","stratification","ATE","5","50","~3","Raw","No","Original","trees",NA,NA,NA,-0.0178433499365471,0.0185722513951313,0.336791488641888,-0.0542442937828282,0.018557593909734
"PSA","stratification","ATE","5","50","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.387015631183674,0.677824515666803,0.56808544989687,-0.941496007361565,1.71552726972891
"PSA","stratification","ATE","5","50","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.019153314054622,0.0220540875065561,0.385241952499145,-0.0240719031701226,0.0623785312793667
"PSA","stratification","ATE","5","50","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.877057283965478,0.738285581236192,0.234989254964392,-2.32407043349363,0.569955865562677
"PSA","stratification","ATE","5","50","~3","Raw","No","Expanded","trees",NA,NA,NA,-0.0137470716224038,0.0194908207052672,0.480698792863547,-0.051948378233855,0.0244542349890475
"PSA","stratification","ATE","5","50","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.202723042790901,0.675927779634826,0.764270471550735,-1.12207106144348,1.52751714702529
"PSA","stratification","ATE","5","60","~1.5","Raw","No","Original","trees",NA,NA,NA,-0.004367318236089,0.0248276923140581,0.860386406167282,-0.0530287009908848,0.0442940645187068
"PSA","stratification","ATE","5","60","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,0.220678228548155,0.79802823933162,0.782170281929561,-1.34342837918773,1.78478483628404
"PSA","stratification","ATE","5","60","~3","Raw","No","Original","trees",NA,NA,NA,-0.0130621038219479,0.020326646498554,0.520550344547564,-0.0529015988855909,0.026777391241695
"PSA","stratification","ATE","5","60","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.496296038338788,0.747508324182378,0.506808606171507,-0.968793355202563,1.96138543188014
"PSA","stratification","ATE","5","60","~1.5","Raw","No","Expanded","trees",NA,NA,NA,-0.00110535472919306,0.0246039001544239,0.964170809943137,-0.0493281129110834,0.0471174034526973
"PSA","stratification","ATE","5","60","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.118686559876162,0.801222729798644,0.882253788916069,-1.45168113412405,1.68905425387637
"PSA","stratification","ATE","5","60","~3","Raw","No","Expanded","trees",NA,NA,NA,-0.00977748466440562,0.0201455374478508,0.627486179688418,-0.0492620125113962,0.029707043182585
"PSA","stratification","ATE","5","60","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.21385003483928,0.748240362540194,0.775057661747643,-1.25267412751869,1.68037419719725
"PSA","stratification","ATE","5","70","~1.5","Raw","No","Original","trees",NA,NA,NA,-0.00312915304722259,0.0310563659205357,0.919753353762903,-0.0639985117421698,0.0577402056477246
"PSA","stratification","ATE","5","70","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.126651182704146,0.966345604168693,0.895739533169763,-2.02065376349338,1.76735139808509
"PSA","stratification","ATE","5","70","~3","Raw","No","Original","trees",NA,NA,NA,0.0124065789745315,0.0216013129934003,0.565799290671393,-0.0299312165113102,0.0547443744603732
"PSA","stratification","ATE","5","70","~3","Within-sex SS","No","Original","trees",NA,NA,NA,-0.420701214574753,0.833601100615342,0.613839264239592,-2.05452934925377,1.21312692010427
"PSA","stratification","ATE","5","70","~1.5","Raw","No","Expanded","trees",NA,NA,NA,-0.000774368911610282,0.0331600373297356,0.981371459662132,-0.0657668478038958,0.0642181099806752
"PSA","stratification","ATE","5","70","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.25431959472476,1.01675889750221,0.802514429577348,-2.24713041478975,1.73849122534023
"PSA","stratification","ATE","5","70","~3","Raw","No","Expanded","trees",NA,NA,NA,0.00774683194622182,0.0219348906653222,0.723994961433672,-0.0352447637626335,0.0507384276550771
"PSA","stratification","ATE","5","70","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.231376247370089,0.856510713262013,0.787081597982837,-1.91010639773635,1.44735390299617
"PSA","stratification","ATE","6","20/80","~1.5","Raw","No","Original","trees",NA,NA,NA,-0.0267035086681299,0.067137316623882,0.690896157694433,-0.158290231269601,0.104883213933341
"PSA","stratification","ATE","6","20/80","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.0055951047701189,1.70661274454462,0.997384750696354,-3.35049461963463,3.33930441009439
"PSA","stratification","ATE","6","20/80","~3","Raw","No","Original","trees",NA,NA,NA,0.0345274709609528,0.0349721399835265,0.323789596876064,-0.0340166638690524,0.103071605790958
"PSA","stratification","ATE","6","20/80","~3","Within-sex SS","No","Original","trees",NA,NA,NA,-1.66548407191922,1.22679339920555,0.174961055906548,-4.06995495083357,0.738986806995125
"PSA","stratification","ATE","6","20/80","~1.5","Raw","No","Expanded","trees",NA,NA,NA,-0.031178689594953,0.0671480659729652,0.642505721236257,-0.162786480533484,0.100429101343578
"PSA","stratification","ATE","6","20/80","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.0728247255875385,1.71400318021709,0.966117371254061,-3.43220922820014,3.28655977702507
"PSA","stratification","ATE","6","20/80","~3","Raw","No","Expanded","trees",NA,NA,NA,0.0397804050190366,0.034851885295832,0.254025993054309,-0.0285280349541152,0.108088844992188
"PSA","stratification","ATE","6","20/80","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-1.71523366158435,1.17506365170353,0.144751127515958,-4.01831609846538,0.587848775296688
"PSA","stratification","ATE","6","30/70","~1.5","Raw","No","Original","trees",NA,NA,NA,0.00882555506115925,0.032756834927447,0.787644685467942,-0.0553766616441605,0.073027771766479
"PSA","stratification","ATE","6","30/70","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.733597170800427,1.06393705869233,0.490625249412896,-2.81887548765487,1.35168114605402
"PSA","stratification","ATE","6","30/70","~3","Raw","No","Original","trees",NA,NA,NA,0.00731383194115742,0.0250002421314178,0.769909999520178,-0.0416857422412023,0.0563134061235172
"PSA","stratification","ATE","6","30/70","~3","Within-sex SS","No","Original","trees",NA,NA,NA,-0.432025078563961,0.921457697127051,0.639251570803755,-2.2380489782102,1.37399882108228
"PSA","stratification","ATE","6","30/70","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.00150737894477923,0.0384031512896171,0.968695996413404,-0.0737614144757131,0.0767761723652716
"PSA","stratification","ATE","6","30/70","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.653965909927699,1.1325688753929,0.563757725753729,-2.87376011570882,1.56582829585342
"PSA","stratification","ATE","6","30/70","~3","Raw","No","Expanded","trees",NA,NA,NA,0.00384406617086993,0.0254360023150653,0.879897751595972,-0.0460095822773354,0.0536977146190753
"PSA","stratification","ATE","6","30/70","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.300674003604783,0.930516976303781,0.746649206936288,-2.1244537641633,1.52310575695374
"PSA","stratification","ATE","6","40/60","~1.5","Raw","No","Original","trees",NA,NA,NA,0.0194761612285427,0.0261408915452432,0.456349697429022,-0.0317590447239015,0.070711367180987
"PSA","stratification","ATE","6","40/60","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-1.17091830945317,0.868961351218468,0.178006103206762,-2.87405126179863,0.532214642892288
"PSA","stratification","ATE","6","40/60","~3","Raw","No","Original","trees",NA,NA,NA,-0.00952305973900829,0.0222604033021635,0.668850968527578,-0.0531526484925852,0.0341065290145686
"PSA","stratification","ATE","6","40/60","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.235379899702832,0.783278241542062,0.763829222707609,-1.29981724359347,1.77057704299914
"PSA","stratification","ATE","6","40/60","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.0254735784717381,0.0263558462203343,0.333922695482036,-0.0261829309021932,0.0771300878456694
"PSA","stratification","ATE","6","40/60","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-1.3528978100873,0.876536243055096,0.122910379073186,-3.07087727761933,0.365081657444735
"PSA","stratification","ATE","6","40/60","~3","Raw","No","Expanded","trees",NA,NA,NA,0.00502375289849135,0.0228395349930399,0.825930746820552,-0.0397409131115092,0.0497884189084919
"PSA","stratification","ATE","6","40/60","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.176545686034914,0.784528010028211,0.821980651778978,-1.71419233055309,1.36110095848326
"PSA","stratification","ATE","6","50","~1.5","Raw","No","Original","trees",NA,NA,NA,0.0173415123224084,0.0213948579579308,0.417723715795959,-0.0245916387294861,0.0592746633743029
"PSA","stratification","ATE","6","50","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.829426752605918,0.72825203795361,0.254870547421188,-2.25677451866289,0.597921013451053
"PSA","stratification","ATE","6","50","~3","Raw","No","Original","trees",NA,NA,NA,-0.0178085131821109,0.0190676463188116,0.350433936216279,-0.0551804132369293,0.0195633868727075
"PSA","stratification","ATE","6","50","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.46810228459963,0.684573622913743,0.494188578479478,-0.87363736107741,1.80984193027667
"PSA","stratification","ATE","6","50","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.0101483816271837,0.0225669482492117,0.652975072877478,-0.0340820241822505,0.0543787874366179
"PSA","stratification","ATE","6","50","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.584529986364955,0.751284753952356,0.436637846299098,-2.05702104624561,0.887961073515697
"PSA","stratification","ATE","6","50","~3","Raw","No","Expanded","trees",NA,NA,NA,-0.0042194236710259,0.019113245440751,0.825302354973009,-0.0416806963625723,0.0332418490205205
"PSA","stratification","ATE","6","50","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.0100094652193035,0.676518533122311,0.988196753539861,-1.3359614250129,1.31594249457429
"PSA","stratification","ATE","6","60","~1.5","Raw","No","Original","trees",NA,NA,NA,-0.00084126880809117,0.0235307812221214,0.971483826543733,-0.0469607525315404,0.0452782149153581
"PSA","stratification","ATE","6","60","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,0.123018851546142,0.785580392031897,0.875579074995563,-1.41669042379723,1.66272812688952
"PSA","stratification","ATE","6","60","~3","Raw","No","Original","trees",NA,NA,NA,-0.0117713050079371,0.0203365804947526,0.562772523032176,-0.051630270346352,0.0280876603304777
"PSA","stratification","ATE","6","60","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.323964595330591,0.747403427698417,0.66473179617881,-1.14091920488009,1.78884839554127
"PSA","stratification","ATE","6","60","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.00150687167116926,0.0241654189569441,0.950285189533348,-0.0458564791557626,0.0488702224981011
"PSA","stratification","ATE","6","60","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.0209148766907424,0.796856577708312,0.979063184566608,-1.58272506984288,1.54089531646139
"PSA","stratification","ATE","6","60","~3","Raw","No","Expanded","trees",NA,NA,NA,-0.0100991590043265,0.0203989090354086,0.620595335136259,-0.0500802860376362,0.0298819680289831
"PSA","stratification","ATE","6","60","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.267219857628143,0.746137817866537,0.720278023886538,-1.19518339289357,1.72962310814986
"PSA","stratification","ATE","6","70","~1.5","Raw","No","Original","trees",NA,NA,NA,-0.0014643142355806,0.034415759821502,0.966066301122274,-0.0689179639863052,0.065989335515144
"PSA","stratification","ATE","6","70","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.165404986089746,0.999408449433344,0.8685650290771,-2.12420955282412,1.79339958064463
"PSA","stratification","ATE","6","70","~3","Raw","No","Original","trees",NA,NA,NA,0.0246631203551419,0.0198742670239428,0.214765982858127,-0.014289727230918,0.0636159679412018
"PSA","stratification","ATE","6","70","~3","Within-sex SS","No","Original","trees",NA,NA,NA,-1.08352452840262,0.719565530152064,0.132274355142397,-2.49384705201714,0.326797995211892
"PSA","stratification","ATE","6","70","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.0019975507947889,0.0314739363673793,0.94940116633877,-0.0596902309369799,0.0636853325265577
"PSA","stratification","ATE","6","70","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.2841811260626,0.968333597184378,0.76919023951381,-2.1820801015641,1.6137178494389
"PSA","stratification","ATE","6","70","~3","Raw","No","Expanded","trees",NA,NA,NA,0.0135430607869319,0.0221857625604765,0.541639734112555,-0.0299402348011592,0.057026356375023
"PSA","stratification","ATE","6","70","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.507608670037443,0.862843118556387,0.556398415317767,-2.19875010671619,1.1835327666413
"PSA","stratification","ATE","7","20/80","~1.5","Raw","No","Original","trees",NA,NA,NA,0.0120316225100025,0.0561800374905901,0.830460876224372,-0.0980792276216641,0.122142472641669
"PSA","stratification","ATE","7","20/80","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-1.0518872285236,2.17400951003701,0.628591890820021,-5.31286757024371,3.20909311319651
"PSA","stratification","ATE","7","20/80","~3","Raw","No","Original","trees",NA,NA,NA,0.0342652187817952,0.0392878809163616,0.383374394454989,-0.042737612843172,0.111268050406762
"PSA","stratification","ATE","7","20/80","~3","Within-sex SS","No","Original","trees",NA,NA,NA,-1.66640392322484,1.47977373665734,0.260439511805215,-4.56670715234149,1.23389930589181
"PSA","stratification","ATE","7","20/80","~1.5","Raw","No","Expanded","trees",NA,NA,NA,-0.000937498789094846,0.0478077884333244,0.984358274672176,-0.0946390422989212,0.0927640447207315
