"Analysis","Method","Effect","Strata","Cutpoint","TV.age","Outcome","Doubly.robust","Covariates","Missing","Order","Sample.weights","Attention.cutpoint","Estimate","StdErr","p","CI.lower","CI.upper"
"PSA","stratification","ATE","4","40/60","~3","Raw","No","Expanded","trees",NA,NA,NA,-0.013885696651811,0.0225972368082978,0.538978930265977,-0.0581754669461976,0.0304040736425756
"PSA","stratification","ATE","4","40/60","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.429168104629089,0.777891337714393,0.58122408714638,-1.09547090117681,1.95380711043498
"PSA","stratification","ATE","4","50","~1.5","Raw","No","Original","trees",NA,NA,NA,0.0132819962280304,0.021266422606361,0.532336471980225,-0.0283994261604456,0.0549634186165064
"PSA","stratification","ATE","4","50","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.724620260483063,0.723091295997125,0.316410199679226,-2.14185315817182,0.692612637205694
"PSA","stratification","ATE","4","50","~3","Raw","No","Original","trees",NA,NA,NA,-0.0218880674844247,0.018790921445435,0.244228969136917,-0.0587175967537986,0.0149414617849492
"PSA","stratification","ATE","4","50","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.579427798428882,0.678850126676978,0.393459533741959,-0.751094000758447,1.90994959761621
"PSA","stratification","ATE","4","50","~1.5","Raw","No","Expanded","trees",NA,NA,NA,0.012269967347083,0.0218578176674264,0.574619662941663,-0.0305705680617162,0.0551105027558821
"PSA","stratification","ATE","4","50","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,-0.671080523718367,0.735232746178883,0.361486923102974,-2.11211022648346,0.769949179046721
"PSA","stratification","ATE","4","50","~3","Raw","No","Expanded","trees",NA,NA,NA,-0.0111385866458329,0.0192976790650709,0.563869922085931,-0.0489613425985845,0.0266841693069187
"PSA","stratification","ATE","4","50","~3","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.158904095548908,0.677451413771942,0.814572803464342,-1.16887627671984,1.48668446781766
"PSA","stratification","ATE","4","60","~1.5","Raw","No","Original","trees",NA,NA,NA,0.00427650177663628,0.0239185294463971,0.858117264820266,-0.0426029545014628,0.0511559580547354
"PSA","stratification","ATE","4","60","~1.5","Within-sex SS","No","Original","trees",NA,NA,NA,-0.0425919421375453,0.793752759455254,0.957212274989163,-1.59831876329913,1.51313487902404
"PSA","stratification","ATE","4","60","~3","Raw","No","Original","trees",NA,NA,NA,-0.022336617766157,0.0210531594027224,0.288833791791371,-0.0636000519562737,0.0189268164239596
"PSA","stratification","ATE","4","60","~3","Within-sex SS","No","Original","trees",NA,NA,NA,0.661650472866968,0.736467847884866,0.369073900773806,-0.781799984759092,2.10510093049303
"PSA","stratification","ATE","4","60","~1.5","Raw","No","Expanded","trees",NA,NA,NA,-0.0000752790280973512,0.0245639712067634,0.997555104967868,-0.0482197779106324,0.0480692198544377
"PSA","stratification","ATE","4","60","~1.5","Within-sex SS","No","Expanded","trees",NA,NA,NA,0.130843138867496,0.813023702376509,0.872161743834458,-1.46265403636787,1.72434031410286
